img,label,FrameID,Timestamp,Pred_Class,Domain,Video
images/p2_11.23_230111-231611_12_7_f005439_s0000150.jpg,Forward,5439,217.560,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.23 230111-231611/12月7日.mp4
images/p2_11.26_211211-214310_12_8_1_f005462_s0000410.jpg,Forward,5462,218.480,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 211211-214310/12月8日(1).mp4
images/p2_11.25_233229-235928_12_8_f005639_s0000331.jpg,Forward,5639,225.560,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.25 233229-235928/12月8日.mp4
images/p2_11.24_003142-005842_12_7_f005765_s0000180.jpg,Forward,5765,230.600,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.24 003142-005842/12月7日.mp4
images/p2_11.26_214610-221610_12_8_1_f005812_s0000434.jpg,Forward,5812,232.480,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 214610-221610/12月8日(1).mp4
images/p2_11.26_084842-091241_12_8_f005832_s0000356.jpg,Forward,5832,233.297,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 084842-091241/12月8日.mp4
images/p2_11.23_230111-231611_12_7_f005848_s0000151.jpg,Forward,5848,233.920,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.23 230111-231611/12月7日.mp4
images/p2_11.26_200607-203635_12_8_1_f005862_s0000386.jpg,In-Car,5862,234.480,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 200607-203635/12月8日(1).mp4
images/p2_11.24_235836-002836_12_7_1_f006131_s0000243.jpg,Forward,6131,245.240,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.24 235836-002836/12月7日 (1).mp4
images/p2_11.21_211252-213351_12_7_f006207_s0000028.jpg,Forward,6207,248.280,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.21 211252-213351/12月7日.mp4
images/p2_11.26_214610-221610_12_8_1_f006287_s0000435.jpg,Forward,6287,251.480,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 214610-221610/12月8日(1).mp4
images/p2_11.24_235836-002836_12_7_1_f006294_s0000244.jpg,Non-Forward,6294,251.760,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.24 235836-002836/12月7日 (1).mp4
images/p2_11.24_102254-104954_12_7_1_f006305_s0000212.jpg,Forward,6305,252.200,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.24 102254-104954/12月7日(1).mp4
images/p2_11.27_120007-121807_12_9_1_f006477_s0000486.jpg,Forward,6477,259.080,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.27 120007-121807/12月9日 (1).mp4
images/p2_11.21_090208-092608_12_7_f006513_s0000004.jpg,,6513,260.527,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.21 090208-092608/12月7日.mp4
images/p2_11.26_221906-223729_12_9_f006588_s0000461.jpg,In-Car,6588,263.520,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 221906-223729/12月9日.mp4
images/p2_11.25_090543-093243_12_7_1_f006700_s0000275.jpg,In-Car,6700,268.000,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.25 090543-093243/12月7日 (1).mp4
images/p2_11.24_102254-104954_12_7_1_f006826_s0000213.jpg,Forward,6826,273.040,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.24 102254-104954/12月7日(1).mp4
images/p2_11.26_084842-091241_12_8_f006928_s0000357.jpg,,6928,277.140,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 084842-091241/12月8日.mp4
images/p2_11.22_174834-184234_12_7_f006945_s0000050.jpg,Non-Forward,6945,277.807,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.22 174834-184234/12月7日.mp4
images/p2_11.23_213406-215748_12_7_2_f007010_s0000085.jpg,In-Car,7010,280.422,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.23 213406-215748/12月7日 (2).mp4
images/p2_11.27_120007-121807_12_9_1_f007145_s0000487.jpg,Non-Forward,7145,285.800,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.27 120007-121807/12月9日 (1).mp4
images/p2_11.23_230111-231611_12_7_f007200_s0000152.jpg,Forward,7200,288.000,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.23 230111-231611/12月7日.mp4
images/p2_11.26_200607-203635_12_8_1_f007325_s0000387.jpg,Forward,7325,293.000,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 200607-203635/12月8日(1).mp4
images/p2_11.25_090543-093243_12_7_1_f007360_s0000276.jpg,Forward,7360,294.400,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.25 090543-093243/12月7日 (1).mp4
images/p2_11.25_233229-235928_12_8_f007411_s0000332.jpg,Forward,7411,296.440,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.25 233229-235928/12月8日.mp4
images/p2_11.23_220048-225805_12_7_3_f007423_s0000114.jpg,Forward,7423,296.930,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.23 220048-225805/12月7日 (3).mp4
images/p2_11.26_221906-223729_12_9_f007472_s0000462.jpg,In-Car,7472,298.880,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 221906-223729/12月9日.mp4
images/p2_11.23_213406-215748_12_7_2_f007493_s0000086.jpg,In-Car,7493,299.744,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.23 213406-215748/12月7日 (2).mp4
images/p2_11.26_211211-214310_12_8_1_f007510_s0000411.jpg,Forward,7510,300.400,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 211211-214310/12月8日(1).mp4
images/p2_11.24_102254-104954_12_7_1_f007664_s0000214.jpg,Forward,7664,306.560,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.24 102254-104954/12月7日(1).mp4
images/p2_11.23_230111-231611_12_7_f007685_s0000153.jpg,Forward,7685,307.400,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.23 230111-231611/12月7日.mp4
images/p2_11.26_211211-214310_12_8_1_f007745_s0000412.jpg,Forward,7745,309.800,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 211211-214310/12月8日(1).mp4
images/p2_11.25_200309-204924_12_8_f007929_s0000299.jpg,Non-Forward,7929,317.160,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.25 200309-204924/12月8日.mp4
images/p2_11.26_084842-091241_12_8_f007937_s0000358.jpg,Other,7937,317.503,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 084842-091241/12月8日.mp4
images/p2_11.21_090208-092608_12_7_f007972_s0000005.jpg,Other,7972,318.889,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.21 090208-092608/12月7日.mp4
images/p2_11.21_211252-213351_12_7_f008114_s0000029.jpg,Forward,8114,324.560,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.21 211252-213351/12月7日.mp4
images/p2_11.24_003142-005842_12_7_f008120_s0000181.jpg,Forward,8120,324.800,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.24 003142-005842/12月7日.mp4
images/p2_11.27_120007-121807_12_9_1_f008239_s0000488.jpg,Non-Forward,8239,329.560,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.27 120007-121807/12月9日 (1).mp4
images/p2_11.26_200607-203635_12_8_1_f008436_s0000388.jpg,Forward,8436,337.440,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 200607-203635/12月8日(1).mp4
images/p2_11.24_003142-005842_12_7_f008693_s0000182.jpg,Forward,8693,347.720,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.24 003142-005842/12月7日.mp4
images/p2_11.23_230111-231611_12_7_f008854_s0000154.jpg,Non-Forward,8854,354.160,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.23 230111-231611/12月7日.mp4
images/p2_11.26_221906-223729_12_9_f008861_s0000463.jpg,Forward,8861,354.440,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 221906-223729/12月9日.mp4
images/p2_11.23_213406-215748_12_7_2_f008882_s0000087.jpg,In-Car,8882,355.308,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.23 213406-215748/12月7日 (2).mp4
images/p2_11.25_090543-093243_12_7_1_f008935_s0000277.jpg,In-Car,8935,357.400,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.25 090543-093243/12月7日 (1).mp4
images/p2_11.26_214610-221610_12_8_1_f008982_s0000436.jpg,Forward,8982,359.280,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 214610-221610/12月8日(1).mp4
images/p2_11.24_102254-104954_12_7_1_f009070_s0000215.jpg,Non-Forward,9070,362.800,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.24 102254-104954/12月7日(1).mp4
images/p2_11.24_235836-002836_12_7_1_f009109_s0000245.jpg,Forward,9109,364.360,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.24 235836-002836/12月7日 (1).mp4
images/p2_11.27_120007-121807_12_9_1_f009214_s0000489.jpg,Non-Forward,9214,368.560,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.27 120007-121807/12月9日 (1).mp4
images/p2_11.21_090208-092608_12_7_f009303_s0000006.jpg,,9303,372.130,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.21 090208-092608/12月7日.mp4
images/p2_11.25_233229-235928_12_8_f009395_s0000333.jpg,Forward,9395,375.800,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.25 233229-235928/12月8日.mp4
images/p2_11.23_213406-215748_12_7_2_f009506_s0000088.jpg,In-Car,9506,380.270,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.23 213406-215748/12月7日 (2).mp4
images/p2_11.23_230111-231611_12_7_f009539_s0000155.jpg,Non-Forward,9539,381.560,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.23 230111-231611/12月7日.mp4
images/p2_11.26_221906-223729_12_9_f009550_s0000464.jpg,Forward,9550,382.000,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 221906-223729/12月9日.mp4
images/p2_11.26_084842-091241_12_8_f009780_s0000359.jpg,Forward,9780,391.229,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 084842-091241/12月8日.mp4
images/p2_11.22_174834-184234_12_7_f009792_s0000051.jpg,Forward,9792,391.690,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.22 174834-184234/12月7日.mp4
images/p2_11.21_211252-213351_12_7_f009840_s0000030.jpg,Forward,9840,393.600,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.21 211252-213351/12月7日.mp4
images/p2_11.25_200309-204924_12_8_f009843_s0000300.jpg,Non-Forward,9843,393.720,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.25 200309-204924/12月8日.mp4
images/p2_11.23_220048-225805_12_7_3_f010025_s0000115.jpg,Forward,10025,401.014,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.23 220048-225805/12月7日 (3).mp4
images/p2_11.26_221906-223729_12_9_f010037_s0000465.jpg,Forward,10037,401.480,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.26 221906-223729/12月9日.mp4
images/p2_11.24_003142-005842_12_7_f010104_s0000183.jpg,Forward,10104,404.160,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第一批/11.24 003142-005842/12月7日.mp4
images/p2_11.27_120007-121807_12_9_1_f010179_s0000490.jpg,Forward,10179,407.160,,p2,/data/home/sim6g/autodri/data/natural_driving/p2/剪辑好的视频/pr2/第二批/11.27 120007-121807/12月9日 (1).mp4
