domain_id,video,roi_x1,roi_y1,roi_x2,roi_y2,n_samples,source_swapped,source_uncertain
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.27 183510-193510/12月11日.mp4,1900,660,3300,1400,20,1,1
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.26 201617-203116/12月11日.mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.27 100719-103719/12月11日.mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.26 112208-115208/12月9日(1).mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.26 130111-133111/12月9日(1).mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.26 101608-104608/12月9日.mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.26 115511-122511/12月9日.mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.27 193810-203810/12月11日.mp4,1900,660,3300,1400,20,1,1
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.26 153206-155006/12月9日.mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.27 211410-214110/12月12日.mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.27 221707-224707/12月12日(1).mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.26 162445-163924/12月9日(1).mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.27 104023-112523/12月11日.mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.27 173139-180138/12月11日(1).mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.26 170549-172348/12月9日.mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.26 214527-222127/12月11日(1).mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.27 204110-211110/12月12日.mp4,1900,660,3300,1400,12,1,0
p1,data/natural_driving_p1/p1_剪辑好的视频/第二批/10.26 182631-184430/12月11日.mp4,1900,660,3300,1400,12,1,0
